p1	p2	system	complexIdent	virIdent	hostIdent	dope_score	virDomPos	virIntPos	hostDomPos	hostIntPos	rms	infection
Q5PP78	G3N1H5	SHV1-COW	24.412	26.05	17.797	-34801.59375	54.62	57.14	56.78	44.0	0.5904	cow_ic
Q5PP78	G3N347	SHV1-COW	25.0	26.05	17.857	-32688.68555	54.62	57.14	59.82	72.0	0.8828	cow_ic
Q5PP78	G3MYJ8	SHV1-COW	23.669	26.05	16.071	-33072.32031	54.62	57.14	50.0	60.0	0.6279	cow_ic
Q5PP78	G3MZH5	SHV1-COW	24.012	26.05	15.455	-32447.625	54.62	57.14	55.45	72.0	0.7392	cow_ic
Q5PP78	G3N1M7	SHV1-COW	23.894	26.05	16.522	-33996.71094	54.62	57.14	58.26	56.0	0.7464	cow_ic
Q5PP78	G3MZ26	SHV1-COW	23.476	26.05	13.761	-33016.72266	54.62	57.14	50.46	52.0	0.5969	cow_ic
Q5PP78	G3N2D7	SHV1-COW	26.113	26.05	23.214	-33725.55859	54.62	57.14	58.93	44.0	0.6447	cow_ic
Q5PP78	G3MYJ2	SHV1-COW	23.964	26.05	16.667	-33438.66797	54.62	57.14	62.28	64.0	0.6757	cow_ic
Q5PP78	G3MYQ5	SHV1-COW	26.471	26.05	23.14	-35351.26172	54.62	57.14	61.16	44.0	0.8363	cow_ic
Q5PP78	G3N3B4	SHV1-COW	23.939	26.05	14.53	-33761.66797	54.62	57.14	67.52	64.0	0.8455	cow_ic
Q5PP78	F1MR22	SHV1-COW	24.779	26.05	18.644	-33949.41016	54.62	57.14	60.17	28.0	0.7978	cow_ic
Q5PP78	E1B8P1	SHV1-COW	24.118	26.05	17.699	-34950.71484	54.62	57.14	55.75	32.0	0.653	cow_ic
Q5PP78	G5E6H7	SHV1-COW	23.78	26.05	14.545	-31572.71094	54.62	57.14	58.18	76.0	0.7012	cow_ic
Q5PP78	E1BI17	SHV1-COW	25.294	26.05	20.69	-34476.94141	54.62	57.14	52.59	56.0	0.5512	cow_ic
Q5PP78	G3N2H1	SHV1-COW	23.529	26.05	15.652	-34365.15234	54.62	57.14	56.52	52.0	0.5676	cow_ic
Q5PP78	G3MZR7	SHV1-COW	23.235	26.05	14.167	-37274.5625	54.62	57.14	53.33	40.0	0.5415	cow_ic
Q5PP78	G3N2B5	SHV1-COW	24.848	26.05	17.857	-32593.5918	54.62	57.14	55.36	44.0	0.6209	cow_ic
Q5PP78	G3X776	SHV1-COW	23.952	26.05	15.385	-33430.97656	54.62	57.14	61.54	60.0	0.6307	cow_ic
Q5PP78	E1BBP5	SHV1-COW	25.882	26.05	21.138	-36485.54688	54.62	57.14	63.41	60.0	0.6259	cow_ic
Q5PP78	G3MXX7	SHV1-COW	23.304	26.05	15.179	-32895.19531	54.62	57.14	48.21	60.0	0.7003	cow_ic
Q5PP78	F1MCK5	SHV1-COW	25.0	26.05	19.328	-35716.40625	54.62	57.14	57.98	44.0	0.5726	cow_ic
Q5PP78	G3MWT0	SHV1-COW	25.545	26.05	18.182	-31572.38086	54.62	57.14	66.36	64.0	0.5835	cow_ic
Q5PP78	F1MD89	SHV1-COW	24.706	26.05	19.298	-35171.01172	54.62	57.14	53.51	48.0	0.558	cow_ic
Q5PP78	F1N3G5	SHV1-COW	26.471	26.05	23.932	-35238.53906	54.62	57.14	64.1	56.0	0.6022	cow_ic
Q5PP78	E1BHN3	SHV1-COW	24.625	26.05	17.544	-33470.25781	54.62	57.14	55.26	48.0	0.5213	cow_ic
Q5PP78	G3MWQ2	SHV1-COW	23.669	26.05	16.071	-33221.85156	54.62	57.14	50.89	60.0	0.7644	cow_ic
Q5PP78	G3N165	SHV1-COW	23.009	26.05	14.286	-32902.42578	54.62	57.14	48.21	60.0	0.7694	cow_ic
Q5PP78	G3MXY9	SHV1-COW	24.242	26.05	15.254	-32273.63672	54.62	57.14	66.1	56.0	0.8962	cow_ic
Q5PP78	G3MZ50	SHV1-COW	23.939	26.05	14.53	-34983.56641	54.62	57.14	63.25	56.0	0.926	cow_ic
Q5PP78	G3X7A2	SHV1-COW	23.529	26.05	15.385	-34363.33984	54.62	57.14	56.41	44.0	0.5242	cow_ic
Q5PP78	E1BIJ9	SHV1-COW	26.061	26.05	21.053	-32776.55469	54.62	57.14	62.28	72.0	0.6007	cow_ic
Q5PP78	F1MHQ1	SHV1-COW	25.588	26.05	20.492	-36470.78906	54.62	57.14	61.48	36.0	0.5664	cow_ic
Q5PP78	E1B8H7	SHV1-COW	26.471	26.05	22.951	-35692.02344	54.62	57.14	68.85	60.0	0.5862	cow_ic
Q5PP78	E1BHM4	SHV1-COW	25.0	26.05	18.852	-37551.79297	54.62	57.14	56.56	28.0	0.5413	cow_ic
Q5PP78	G5E5T4	SHV1-COW	26.471	26.05	23.14	-35652.65234	54.62	57.14	64.46	48.0	0.7872	cow_ic
Q5PP78	G3X6P8	SHV1-COW	25.466	26.05	18.018	-31381.59375	54.62	57.14	71.17	72.0	0.7974	cow_ic
Q5PP78	G3N2X1	SHV1-COW	23.373	26.05	15.179	-32991.6875	54.62	57.14	50.0	60.0	0.7212	cow_ic
Q5PP78	G3MYI5	SHV1-COW	23.077	26.05	14.286	-32843.54297	54.62	57.14	50.89	68.0	0.686	cow_ic
Q5PP78	G5E5X1	SHV1-COW	22.941	26.05	13.913	-33805.875	54.62	57.14	49.57	40.0	0.6084	cow_ic
Q5PP78	F1N6I5	SHV1-COW	25.882	26.05	19.847	-36270.9375	54.62	57.14	64.89	56.0	0.6274	cow_ic
Q5PP78	F1N368	SHV1-COW	25.882	26.05	20.313	-36946.85156	54.62	57.14	72.66	56.0	0.693	cow_ic
Q5PP78	F1N6B9	SHV1-COW	24.233	26.05	15.315	-32595.67188	54.62	57.14	60.36	64.0	0.5668	cow_ic
Q5PP78	E1BKE0	SHV1-COW	25.588	26.05	21.739	-34808.04297	54.62	57.14	58.26	60.0	0.5561	cow_ic
Q5PP78	G3MWT1	SHV1-COW	23.824	26.05	16.239	-34510.84375	54.62	57.14	52.99	48.0	0.4219	cow_ic
Q5PP78	E1B9G5	SHV1-COW	23.636	26.05	14.545	-33312.80859	54.62	57.14	60.91	68.0	1.0611	cow_ic
Q5PP78	E1BFQ3	SHV1-COW	23.03	26.05	12.844	-32553.20117	54.62	57.14	56.88	88.0	0.6614	cow_ic
Q5PP78	G3X6C6	SHV1-COW	23.404	26.05	13.274	-32472.80664	54.62	57.14	54.87	56.0	0.6458	cow_ic
Q5PP78	F1MRU5	SHV1-COW	23.529	26.05	15.652	-35614.32812	54.62	57.14	49.57	40.0	0.5419	cow_ic
Q5PP78	G3MY18	SHV1-COW	24.848	26.05	17.857	-32911.5	54.62	57.14	54.46	48.0	0.6381	cow_ic
Q5PP78	E1BAY9	SHV1-COW	24.773	26.05	17.699	-32776.58203	54.62	57.14	57.52	44.0	0.8129	cow_ic
Q5PP78	F1N2Y8	SHV1-COW	25.882	26.05	20.8	-35734.06641	54.62	57.14	63.2	60.0	0.5959	cow_ic
Q5PP78	E1BLJ5	SHV1-COW	23.494	26.05	13.913	-32968.96484	54.62	57.14	56.52	52.0	0.6213	cow_ic
Q5PP78	E1BEM6	SHV1-COW	23.824	26.05	16.667	-34607.56641	54.62	57.14	56.14	56.0	0.6581	cow_ic
Q5PP78	E1BCU8	SHV1-COW	25.588	26.05	19.685	-37065.91797	54.62	57.14	67.72	52.0	0.697	cow_ic
Q5PP78	F6QLF1	SHV1-COW	26.176	26.05	22.131	-36430.37891	54.62	57.14	65.57	64.0	0.8439	cow_ic
Q5PP78	F1MSY8	SHV1-COW	24.706	26.05	18.182	-36153.45312	54.62	57.14	52.07	36.0	0.5413	cow_ic
Q5PP78	G5E6C8	SHV1-COW	23.476	26.05	13.274	-32534.97656	54.62	57.14	55.75	56.0	0.547	cow_ic
Q5PP78	G3X7Z8	SHV1-COW	25.882	26.05	21.849	-35953.69922	54.62	57.14	63.03	48.0	0.7216	cow_ic
Q5PP78	E1BPH6	SHV1-COW	24.118	26.05	17.094	-36305.11328	54.62	57.14	63.25	68.0	1.2727	cow_ic
Q5PP78	E1BGL8	SHV1-COW	25.588	26.05	20.661	-35808.36719	54.62	57.14	61.16	48.0	0.5206	cow_ic
Q5PP78	G3N3Q3	SHV1-COW	24.118	26.05	16.949	-34632.01953	54.62	57.14	56.78	40.0	0.6182	cow_ic
Q5PP78	G3MYM5	SHV1-COW	24.465	26.05	16.071	-32756.61719	54.62	57.14	58.93	72.0	0.8149	cow_ic
Q5PP78	G3MY71	SHV1-COW	24.852	26.05	18.487	-33376.58594	54.62	57.14	63.03	52.0	0.6807	cow_ic
Q5PP78	E1B872	SHV1-COW	25.152	26.05	18.584	-32823.25391	54.62	57.14	53.98	48.0	0.5551	cow_ic
Q5PP78	E1BJR0	SHV1-COW	23.964	26.05	16.964	-33270.14844	54.62	57.14	50.89	60.0	0.64	cow_ic
Q5PP78	G5E6E3	SHV1-COW	22.941	26.05	14.035	-33756.94922	54.62	57.14	51.75	40.0	0.5303	cow_ic
Q5PP78	G3N2T6	SHV1-COW	25.882	26.05	21.311	-37335.24609	54.62	57.14	57.38	52.0	0.5884	cow_ic
Q5PP78	E1BL77	SHV1-COW	25.0	26.05	19.328	-35559.50391	54.62	57.14	60.5	36.0	0.6798	cow_ic
Q5PP78	E1BKT7	SHV1-COW	25.982	26.05	21.053	-32779.48047	54.62	57.14	62.28	60.0	0.6176	cow_ic
Q5PP78	G3X6M9	SHV1-COW	26.176	26.05	22.131	-34689.57031	54.62	57.14	62.3	48.0	0.6718	cow_ic
Q5PP78	E1BMR1	SHV1-COW	23.547	26.05	13.274	-32686.22461	54.62	57.14	56.64	60.0	0.6366	cow_ic
Q5PP78	G3N188	SHV1-COW	25.0	26.05	19.328	-35308.29297	54.62	57.14	54.62	28.0	0.6004	cow_ic
Q5PP78	G3N052	SHV1-COW	23.442	26.05	14.912	-32981.30469	54.62	57.14	57.02	64.0	0.6097	cow_ic
Q5PP78	G3MX06	SHV1-COW	25.0	26.05	18.421	-32806.90234	54.62	57.14	58.77	56.0	0.6515	cow_ic
Q5PP78	F1MC06	SHV1-COW	24.118	26.05	16.26	-34742.73047	54.62	57.14	56.1	48.0	0.5393	cow_ic
Q5PP78	F1MG16	SHV1-COW	24.118	26.05	17.241	-33432.22266	54.62	57.14	56.9	56.0	0.7321	cow_ic
Q5PP78	F1N709	SHV1-COW	25.588	26.05	20.833	-34962.26562	54.62	57.14	60.0	52.0	0.5888	cow_ic
Q5PP78	A0A0B4J193	SHV1-COW	24.702	26.05	18.103	-32975.25781	54.62	57.14	54.31	60.0	0.5035	cow_ic
Q5PP78	E1BFF8	SHV1-COW	23.054	26.05	13.158	-32946.03125	54.62	57.14	57.89	64.0	0.7658	cow_ic
Q5PP78	E1BKL1	SHV1-COW	25.0	26.05	18.584	-33093.51172	54.62	57.14	55.75	56.0	0.5861	cow_ic
Q5PP78	E1BK66	SHV1-COW	23.1	26.05	12.844	-34123.01562	54.62	57.14	53.21	56.0	0.7163	cow_ic
Q5PP78	F1MXR4	SHV1-COW	26.471	26.05	22.222	-35908.39453	54.62	57.14	60.32	28.0	0.6104	cow_ic
Q5PP78	F1MJI2	SHV1-COW	23.529	26.05	15.126	-34774.49609	54.62	57.14	57.14	40.0	0.6225	cow_ic
Q5PP78	G3N0J5	SHV1-COW	23.939	26.05	14.53	-32849.79688	54.62	57.14	69.23	64.0	0.6536	cow_ic
Q5PP78	E1BKZ8	SHV1-COW	25.588	26.05	20.161	-35161.69922	54.62	57.14	55.65	48.0	0.4943	cow_ic
Q5PP78	E1BN29	SHV1-COW	24.412	26.05	17.5	-36163.5625	54.62	57.14	53.33	40.0	0.6082	cow_ic
Q5PP78	G3N1X5	SHV1-COW	24.316	26.05	16.514	-32277.74414	54.62	57.14	54.13	64.0	0.7244	cow_ic
Q5PP78	G3MWM3	SHV1-COW	24.242	26.05	16.071	-32656.8418	54.62	57.14	56.25	60.0	0.6979	cow_ic
Q5PP78	E1BMI5	SHV1-COW	22.353	26.05	12.727	-34034.37891	54.62	57.14	49.09	40.0	0.5263	cow_ic
Q5PP78	E1BGC4	SHV1-COW	23.867	26.05	15.179	-32435.33398	54.62	57.14	50.89	44.0	0.6145	cow_ic
Q5PP78	G3MY30	SHV1-COW	23.795	26.05	15.315	-32233.42969	54.62	57.14	54.05	60.0	0.5583	cow_ic
Q5PP78	F1N160	SHV1-COW	25.882	26.05	20.472	-36661.9375	54.62	57.14	67.72	44.0	0.6766	cow_ic
Q5PP78	E1BI03	SHV1-COW	25.378	26.05	19.643	-33033.75391	54.62	57.14	52.68	52.0	0.539	cow_ic
Q5PP78	G3N0F8	SHV1-COW	23.824	26.05	16.522	-34558.91406	54.62	57.14	53.91	44.0	0.6485	cow_ic
Q5PP78	G3N2T2	SHV1-COW	23.442	26.05	15.044	-32449.65625	54.62	57.14	53.98	68.0	0.6575	cow_ic
Q5PP78	F1N646	SHV1-COW	25.148	26.05	20.721	-33996.02734	54.62	57.14	57.66	64.0	0.6613	cow_ic
Q5PP78	G3MYQ8	SHV1-COW	23.263	26.05	13.274	-32473.50781	54.62	57.14	57.52	56.0	0.6378	cow_ic
Q5PP78	F1MGF4	SHV1-COW	25.882	26.05	22.222	-35051.01562	54.62	57.14	59.83	56.0	0.5997	cow_ic
Q5PP78	G3MZF3	SHV1-COW	24.706	26.05	19.643	-33442.69531	54.62	57.14	52.68	60.0	0.5399	cow_ic
Q5PP78	E1BL94	SHV1-COW	25.0	26.05	18.852	-36360.03125	54.62	57.14	59.84	44.0	0.5385	cow_ic
Q5PP78	F1MC69	SHV1-COW	23.939	26.05	15.179	-32836.05469	54.62	57.14	56.25	48.0	0.6073	cow_ic
Q5PP78	F1MZ44	SHV1-COW	26.176	26.05	22.131	-34989.16016	54.62	57.14	62.3	52.0	0.5572	cow_ic
Q5PP78	E1BAL3	SHV1-COW	22.353	26.05	12.5	-35192.13672	54.62	57.14	48.21	44.0	0.5588	cow_ic
Q5PP78	G3MYQ4	SHV1-COW	23.373	26.05	15.179	-33056.01172	54.62	57.14	54.46	68.0	0.6102	cow_ic
Q5PP78	E1BHN1	SHV1-COW	23.824	26.05	16.102	-35877.97266	54.62	57.14	47.46	40.0	0.597	cow_ic
Q5PP78	F1MQ31	SHV1-COW	26.765	26.05	23.387	-35924.54688	54.62	57.14	64.52	60.0	0.6552	cow_ic
Q5PP78	E1BMM5	SHV1-COW	24.118	26.05	16.949	-35351.47266	54.62	57.14	59.32	44.0	0.8474	cow_ic
Q5PP78	F1MX97	SHV1-COW	26.176	26.05	22.314	-35794.51953	54.62	57.14	65.29	40.0	0.6825	cow_ic
Q5PP78	E1BNB8	SHV1-COW	22.823	26.05	12.174	-33123.02344	54.62	57.14	59.13	52.0	0.7013	cow_ic
Q5PP78	F6PZ08	SHV1-COW	23.529	26.05	14.4	-34457.64062	54.62	57.14	63.2	52.0	0.5704	cow_ic
Q5PP78	G3X848	SHV1-COW	24.316	26.05	15.652	-32845.32812	54.62	57.14	62.61	60.0	0.6707	cow_ic
Q5PP78	F1N6Z3	SHV1-COW	23.824	26.05	14.504	-36998.15234	54.62	57.14	61.83	48.0	0.608	cow_ic
Q5PP78	G3MYW6	SHV1-COW	24.118	26.05	16.26	-35176.69531	54.62	57.14	56.91	48.0	0.4982	cow_ic
Q5PP78	G3N2W7	SHV1-COW	25.15	26.05	19.643	-32615.7793	54.62	57.14	53.57	60.0	0.5288	cow_ic
Q5PP78	F1MRG6	SHV1-COW	26.471	26.05	22.951	-34994.91016	54.62	57.14	63.11	48.0	0.5705	cow_ic
Q5PP78	F1MQC2	SHV1-COW	27.059	26.05	24.59	-36447.65234	54.62	57.14	59.84	44.0	0.5003	cow_ic
Q5PP78	E1BAZ7	SHV1-COW	24.242	26.05	16.071	-32518.89062	54.62	57.14	55.36	48.0	0.542	cow_ic
Q5PP78	F1MNL2	SHV1-COW	23.894	26.05	16.522	-33996.71094	54.62	57.14	58.26	56.0	0.7464	cow_ic
Q5PP78	G5E5H2	SHV1-COW	25.882	26.05	22.222	-33887.21094	54.62	57.14	56.41	40.0	0.598	cow_ic
Q5PP78	G3N1R2	SHV1-COW	22.647	26.05	13.274	-34042.1875	54.62	57.14	46.9	32.0	0.586	cow_ic
Q5PP78	G3MZH0	SHV1-COW	24.412	26.05	17.949	-34647.56641	54.62	57.14	53.85	40.0	0.6415	cow_ic
Q5PP78	E1BNF9	SHV1-COW	26.765	26.05	24.786	-34988.49219	54.62	57.14	57.26	40.0	0.6604	cow_ic
Q5PP78	F1MYF4	SHV1-COW	25.882	26.05	22.609	-34971.61328	54.62	57.14	55.65	40.0	0.5763	cow_ic
Q5PP78	G3N134	SHV1-COW	23.235	26.05	14.286	-35838.74609	54.62	57.14	50.42	24.0	0.5635	cow_ic
Q5PP78	E1BAC6	SHV1-COW	25.294	26.05	19.2	-36080.54297	54.62	57.14	65.6	56.0	0.7049	cow_ic
Q5PP78	F1MHA3	SHV1-COW	23.824	26.05	16.667	-35475.97656	54.62	57.14	49.12	32.0	0.5031	cow_ic
Q5PP78	E1BHI7	SHV1-COW	25.294	26.05	20.168	-35339.97656	54.62	57.14	61.34	32.0	0.483	cow_ic
Q5PP78	G3MXD9	SHV1-COW	23.235	26.05	14.53	-34260.26953	54.62	57.14	55.56	52.0	0.7622	cow_ic
Q5PP78	F1N5M3	SHV1-COW	23.529	26.05	15.789	-34098.875	54.62	57.14	49.12	36.0	0.5307	cow_ic
Q5PP78	F1MZI6	SHV1-COW	24.706	26.05	18.966	-35677.30469	54.62	57.14	59.48	28.0	0.6085	cow_ic
Q5PP78	E1B8E5	SHV1-COW	23.235	26.05	13.934	-36338.61328	54.62	57.14	58.2	56.0	0.7171	cow_ic
Q5PP78	E1BFU3	SHV1-COW	24.706	26.05	19.298	-35171.01172	54.62	57.14	53.51	48.0	0.558	cow_ic
Q5PP78	F1N2M1	SHV1-COW	26.176	26.05	23.894	-34159.60938	54.62	57.14	57.52	44.0	0.7403	cow_ic
Q5PP78	F1MZQ4	SHV1-COW	25.294	26.05	20.168	-35339.97656	54.62	57.14	61.34	32.0	0.483	cow_ic
Q5PP78	G3N0M8	SHV1-COW	23.442	26.05	14.53	-35199.24609	54.62	57.14	64.96	64.0	0.9331	cow_ic
Q5PP78	F1MGI1	SHV1-COW	24.118	26.05	17.241	-33924.21875	54.62	57.14	59.48	48.0	0.6707	cow_ic
Q5PP78	F1MMQ7	SHV1-COW	24.332	26.05	17.544	-32751.68164	54.62	57.14	59.65	52.0	0.6377	cow_ic
Q5PP78	G3MWP8	SHV1-COW	23.636	26.05	14.286	-33151.50391	54.62	57.14	52.68	56.0	0.5131	cow_ic
Q5PP78	F6PQI6	SHV1-COW	24.779	26.05	18.644	-33949.41016	54.62	57.14	60.17	28.0	0.7978	cow_ic
Q5PP78	E1BH15	SHV1-COW	22.353	26.05	12.727	-34034.37891	54.62	57.14	49.09	40.0	0.5263	cow_ic
Q5PP78	E1BLI0	SHV1-COW	24.118	26.05	17.241	-35062.20312	54.62	57.14	47.41	24.0	0.4872	cow_ic
Q5PP78	G3MXM7	SHV1-COW	23.708	26.05	14.035	-32456.0957	54.62	57.14	60.53	64.0	0.7143	cow_ic
Q5PP78	F1N564	SHV1-COW	25.758	26.05	19.828	-33087.16406	54.62	57.14	70.69	76.0	0.5966	cow_ic
Q5PP78	G5E5W8	SHV1-COW	23.03	26.05	12.844	-32303.58594	54.62	57.14	51.38	68.0	0.6373	cow_ic
Q5PP78	F1MTR4	SHV1-COW	24.412	26.05	16.935	-36788.20312	54.62	57.14	59.68	44.0	0.525	cow_ic
Q5PP78	G3X817	SHV1-COW	23.653	26.05	15.179	-32913.87109	54.62	57.14	53.57	60.0	0.6628	cow_ic
Q5PP78	F6RLN7	SHV1-COW	24.118	26.05	17.391	-34556.31641	54.62	57.14	57.39	48.0	0.5808	cow_ic
Q5PP78	G3N1M0	SHV1-COW	23.582	26.05	15.179	-33435.70703	54.62	57.14	51.79	56.0	0.6216	cow_ic
Q5PP78	G3MZT4	SHV1-COW	23.669	26.05	16.071	-33514.00781	54.62	57.14	52.68	72.0	0.6564	cow_ic
Q5PP78	G3MZN4	SHV1-COW	24.0	26.05	14.679	-32286.55859	54.62	57.14	57.8	68.0	0.5854	cow_ic
Q5PP78	G3N028	SHV1-COW	25.294	26.05	21.053	-33625.79688	54.62	57.14	52.63	40.0	0.5728	cow_ic
Q5PP78	G3N3X6	SHV1-COW	23.1	26.05	12.844	-33446.75	54.62	57.14	55.05	56.0	0.7403	cow_ic
Q5PP78	E1BAE6	SHV1-COW	22.424	26.05	11.009	-32547.0625	54.62	57.14	52.29	64.0	0.6817	cow_ic
Q5PP78	G3X7L1	SHV1-COW	23.824	26.05	16.667	-33248.23438	54.62	57.14	54.39	52.0	0.555	cow_ic
Q5PP78	E1B966	SHV1-COW	24.545	26.05	16.667	-33777.10938	54.62	57.14	59.65	68.0	0.8129	cow_ic
Q5PP78	F1MQJ3	SHV1-COW	48.529	26.05	88.034	-37408.61719	54.62	57.14	97.44	92.0	0.3257	cow_ic
Q5PP78	G5E604	SHV1-COW	26.176	26.05	23.684	-34081.21484	54.62	57.14	58.77	48.0	0.7278	cow_ic
Q5PP78	G3N092	SHV1-COW	25.0	26.05	18.4	-37007.875	54.62	57.14	67.2	52.0	0.6839	cow_ic
Q5PP78	G3N2W9	SHV1-COW	23.669	26.05	16.071	-33247.02344	54.62	57.14	52.68	64.0	0.5819	cow_ic
Q5PP78	E1BN50	SHV1-COW	24.024	26.05	16.071	-32834.26172	54.62	57.14	53.57	60.0	1.8403	cow_ic
Q5PP78	G3N2G2	SHV1-COW	23.708	26.05	14.679	-33120.14062	54.62	57.14	54.13	60.0	0.6953	cow_ic
Q5PP78	F1N248	SHV1-COW	22.823	26.05	12.174	-33258.59766	54.62	57.14	59.13	52.0	0.6762	cow_ic
Q5PP78	G5E6A4	SHV1-COW	22.941	26.05	13.913	-33980.52344	54.62	57.14	51.3	44.0	0.5982	cow_ic
Q5PP78	F1MU33	SHV1-COW	24.412	26.05	18.261	-33797.44141	54.62	57.14	59.13	52.0	0.5932	cow_ic
Q5PP78	G5E6L7	SHV1-COW	24.332	26.05	17.241	-34167.91797	54.62	57.14	54.31	44.0	0.5646	cow_ic
Q5PP78	G5E5N4	SHV1-COW	26.765	26.05	22.656	-37148.5	54.62	57.14	61.72	32.0	0.9488	cow_ic
Q5PP78	G3N378	SHV1-COW	23.373	26.05	15.179	-32945.53906	54.62	57.14	54.46	68.0	0.5835	cow_ic
Q5PP78	E1B8L8	SHV1-COW	26.765	26.05	24.576	-35571.06641	54.62	57.14	51.69	24.0	0.6984	cow_ic
Q5PP78	E1BJ95	SHV1-COW	23.692	26.05	13.636	-33307.41797	54.62	57.14	56.36	60.0	0.5382	cow_ic
Q5PP78	G5E5N6	SHV1-COW	24.699	26.05	16.807	-31805.55078	54.62	57.14	63.03	60.0	0.7987	cow_ic
Q5PP78	E1BJF0	SHV1-COW	25.882	26.05	21.849	-35617.48438	54.62	57.14	56.3	24.0	0.5656	cow_ic
Q5PP78	E1BEU5	SHV1-COW	24.848	26.05	17.857	-32464.38086	54.62	57.14	54.46	44.0	0.5602	cow_ic
Q5PP78	F1MH40	SHV1-COW	27.059	26.05	25.0	-35331.16406	54.62	57.14	65.83	56.0	0.5999	cow_ic
Q5PP78	F1N3R3	SHV1-COW	22.941	26.05	14.035	-34994.73828	54.62	57.14	50.0	44.0	0.5769	cow_ic
Q5PP78	F1MT78	SHV1-COW	26.176	26.05	20.93	-37010.76562	54.62	57.14	65.12	48.0	0.8087	cow_ic
Q5PP78	G3MZK2	SHV1-COW	24.316	26.05	16.364	-32561.04688	54.62	57.14	52.73	72.0	0.7298	cow_ic
Q5PP78	G3N3C1	SHV1-COW	23.494	26.05	14.286	-31878.08789	54.62	57.14	52.68	64.0	0.7203	cow_ic
Q5PP78	G3MYI3	SHV1-COW	23.636	26.05	14.035	-35001.14844	54.62	57.14	55.26	52.0	0.6427	cow_ic
Q5PP78	G3N2Z4	SHV1-COW	22.796	26.05	11.607	-33193.89453	54.62	57.14	52.68	64.0	0.6264	cow_ic
Q5PP78	E1BCU0	SHV1-COW	22.647	26.05	13.158	-33727.17969	54.62	57.14	51.75	40.0	0.4998	cow_ic
Q5PP78	F1MIP4	SHV1-COW	24.281	26.05	12.844	-30298.66016	54.62	57.14	64.22	72.0	0.7219	cow_ic
Q5PP78	F1MD75	SHV1-COW	25.588	26.05	20.492	-34935.10938	54.62	57.14	60.66	48.0	0.6717	cow_ic
Q5PP78	F1MUF6	SHV1-COW	30.0	26.05	34.188	-36224.03125	54.62	57.14	68.38	80.0	0.4578	cow_ic
Q5PP78	E1BNZ1	SHV1-COW	24.118	26.05	16.667	-35166.8125	54.62	57.14	55.0	44.0	0.8378	cow_ic
Q5PP78	G5E6M1	SHV1-COW	24.779	26.05	18.644	-33949.41016	54.62	57.14	60.17	28.0	0.7978	cow_ic
Q5PP78	G3N383	SHV1-COW	23.636	26.05	14.159	-32986.67969	54.62	57.14	52.21	48.0	0.6132	cow_ic
Q5PP78	E1BG54	SHV1-COW	22.941	26.05	14.286	-34743.44531	54.62	57.14	47.32	56.0	0.8044	cow_ic
Q5PP78	G3N1S9	SHV1-COW	23.442	26.05	15.179	-31863.80859	54.62	57.14	53.57	64.0	0.6752	cow_ic
Q5PP78	E1B780	SHV1-COW	24.412	26.05	18.103	-35333.24219	54.62	57.14	46.55	40.0	0.5358	cow_ic
Q5PP78	E1BNU5	SHV1-COW	24.405	26.05	16.949	-33568.51172	54.62	57.14	63.56	80.0	0.7795	cow_ic
Q5PP78	F1MPQ4	SHV1-COW	24.412	26.05	17.213	-35072.03516	54.62	57.14	59.84	52.0	0.5769	cow_ic
Q5PP78	G3X7C5	SHV1-COW	22.059	26.05	11.607	-35036.67578	54.62	57.14	45.54	48.0	0.5604	cow_ic
Q5PP78	E1BCY5	SHV1-COW	25.152	26.05	18.584	-32424.84766	54.62	57.14	61.95	72.0	0.6113	cow_ic
Q5PP78	G5E5V1	SHV1-COW	25.882	26.05	22.222	-33965.67578	54.62	57.14	60.68	48.0	0.6358	cow_ic
Q5PP78	G3X873	SHV1-COW	24.771	26.05	17.273	-31789.10352	54.62	57.14	50.0	40.0	1.1136	cow_ic
Q5PP78	E1BBJ3	SHV1-COW	23.235	26.05	14.912	-34235.11328	54.62	57.14	48.25	40.0	0.6122	cow_ic
Q5PP78	G3MWL4	SHV1-COW	23.404	26.05	13.393	-33176.16797	54.62	57.14	52.68	52.0	0.5681	cow_ic
Q5PP78	G3N148	SHV1-COW	24.412	26.05	17.949	-33918.68359	54.62	57.14	56.41	44.0	0.5252	cow_ic
Q5PP78	G3N3R7	SHV1-COW	22.647	26.05	13.158	-33723.41797	54.62	57.14	50.88	40.0	0.4942	cow_ic
Q5PP78	F1MZ85	SHV1-COW	25.882	26.05	19.847	-36270.9375	54.62	57.14	64.89	56.0	0.6274	cow_ic
Q5PP78	E1BMH6	SHV1-COW	24.118	26.05	17.699	-33972.08594	54.62	57.14	47.79	32.0	0.5516	cow_ic
Q5PP78	F1MJ00	SHV1-COW	24.412	26.05	16.535	-36886.40234	54.62	57.14	57.48	56.0	0.6393	cow_ic
Q5PP78	F1MJX3	SHV1-COW	25.0	26.05	18.4	-37007.875	54.62	57.14	67.2	52.0	0.6839	cow_ic
Q5PP78	F1N2H6	SHV1-COW	26.471	26.05	23.14	-35782.66016	54.62	57.14	68.6	48.0	0.7045	cow_ic
Q5PP78	G3MZE0	SHV1-COW	25.882	26.05	22.222	-33748.09375	54.62	57.14	58.12	52.0	0.8542	cow_ic
Q5PP78	G5E615	SHV1-COW	23.235	26.05	14.912	-34482.82031	54.62	57.14	47.37	40.0	0.6068	cow_ic
